loan_amnt,term,int_rate,grade,emp_length,home_ownership,annual_inc,purpose,dti,delinq_2yrs,fico_range_high,revol_util,total_acc,loan_status
-0.32867864107593703,1,-0.5029139510918587,3,4,1,0.8286808748904071,1,-0.4219889936760866,1.418860993120658,-1.2062205230106895,-1.4807281067693967,0.2393372971185547,1
-1.6546644129405244,0,-0.4237839661492075,0,9,1,-1.7430502506048913,3,-1.4249619672136895,0.7167673748710374,-1.6594027091476118,0.5934992968681543,0.008598852695499112,1
1.6567930573644891,0,-0.17528804852228572,6,5,2,-1.4453860596334842,4,-0.26197712044118576,-1.389513479877824,0.7877810959917685,1.7114715496050763,0.1624244823108695,1
-0.7291822779611833,1,1.0144382163172232,6,1,3,1.0353545174499574,0,-0.06833956370040001,0.01467375662141701,-1.1880932355652125,-1.135366160474938,1.4699423340415179,0
-1.1747880756838724,0,1.0560855768133555,5,8,0,1.205919404030716,1,-1.642949156838047,0.7167673748710374,-0.29985615073684496,0.6298171205856271,-1.2989189990351493,1
-0.2350117519351845,0,0.7701070347399143,2,6,1,-0.5559197813732014,5,-0.038192399177882495,1.418860993120658,-0.29985615073684496,1.1142831841375758,-0.22213959172755648,0
1.5712054923107588,1,-1.6509928554352353,2,9,3,1.5780001729423663,2,-1.4098883849524306,-0.6874198616282035,1.6397636059291825,1.1821221378739868,-1.3758318138428345,0
0.21885093743687908,1,0.23285608433980967,3,2,3,-0.7012272209969054,0,1.3682887764303395,-1.389513479877824,1.1684541323467832,0.7141018812884411,0.4700757415416103,1
-0.30843593896779337,0,0.8672842092308897,2,9,3,1.3418350234533654,1,0.5253276761276376,-1.389513479877824,1.1140722700103525,1.4075667417050914,0.9315526303877215,1
-1.5814177934702676,0,-0.18361752062151196,1,9,0,-0.28429657270458936,2,-1.539753093664814,1.418860993120658,0.3164716224093694,-1.5999602072758166,1.0084654451954067,0
-1.6627437370275464,0,1.5516891667173283,5,4,1,0.20190253325189278,4,1.1410255361836688,0.01467375662141701,-0.952438498774013,-1.489978873187998,1.4699423340415179,1
-1.5150075251505681,1,1.1324390710562644,5,3,0,0.484612458584259,1,-0.4776452974099652,0.01467375662141701,-0.19109242606398358,-1.2491163253258908,0.9315526303877215,1
-1.259487802925842,0,0.4869049833662156,3,1,3,-1.2858519779915136,5,-0.9507238791479328,0.7167673748710374,-1.0249476485559206,-1.5615866576875437,-0.837442110189038,1
1.6266953555458017,1,-1.5107800750982572,6,4,3,-1.6189979424258791,3,-0.8521658412858562,0.7167673748710374,0.7877810959917685,-1.2991389881820323,0.2393372971185547,1
-0.17126499705076711,1,0.5368818159615741,0,7,1,-0.266628274816041,5,0.3432851826647432,0.01467375662141701,0.00830773583626221,1.0892718527095047,0.008598852695499112,1
0.02414810531776027,0,1.436464802678029,2,1,1,-1.191290212746694,3,-1.4516306127528396,-0.6874198616282035,1.0778176951193987,1.3616555305905509,1.7006807784645734,1
0.816454568532998,1,-0.40990151265049685,1,5,0,0.15722193143854063,2,-1.53163654937029,0.01467375662141701,-1.296856960238074,-0.5587350537154406,-1.4527446286505197,1
-1.1631574003498075,0,1.1810276583017516,6,3,0,-0.17347741303089997,1,0.4476407521657653,-0.6874198616282035,-1.0612022234468743,1.5696264645198523,-1.145093369419779,0
0.7087598419664266,0,-0.6403502407290949,3,4,0,-1.324063207628108,1,1.6801959786056173,1.418860993120658,-0.5536381749735214,-0.2764153674588595,0.3162501119262399,0
0.5469957926636293,1,0.2509032738881335,6,1,3,0.5627404182679858,5,-0.054425487766930465,-0.6874198616282035,-1.1518386606742588,-1.120633458400869,0.3931629267339251,0
-0.04927608171484861,1,0.5229993624628637,3,6,1,-1.676663945963236,0,-0.29792181660264905,1.418860993120658,-0.7711656243192441,0.6243351849301592,-1.145093369419779,1
-0.09464459389581975,1,0.6257295183533228,0,7,2,-1.3091901103897947,2,1.5596073205155474,-1.389513479877824,0.6065082215369996,-0.26990556886799183,1.6237679636568882,1
-1.4871294178612824,1,1.3351228921374407,4,4,1,0.6820492913802488,4,-0.8973865880696325,0.01467375662141701,0.2439624726274618,-1.6434730715410908,-0.6836164805736676,1
-1.7142383301096664,1,-0.9124463293038251,2,0,1,0.0840718504683199,3,-0.8985460943974216,0.7167673748710374,1.6035090310382285,1.6011475945387912,1.3930295192338327,1
-0.033650136227860505,1,-0.8166574001627209,1,5,1,-0.7693733953816526,2,1.4123500168863268,-1.389513479877824,1.204708707237737,0.338589288888911,-1.2989189990351493,1
1.445043739259565,0,0.7159654660949428,3,8,2,-1.1222656458828137,4,0.5148921191775354,0.7167673748710374,1.1140722700103525,0.3913529195727865,1.3930295192338327,0
